_id,text_id,content,mapping[0].text_id,mapping[1].text_id,mapping[0].segments[0],mapping[1].segments[0],type
0113747b-3df0-46d1-a783-39107fd0b210,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས། ཤེས་བཞིན་བསྲུང་བར་བྱ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">བསྲུང་བར་] N,Q བསྲུང་; The reading བསྲུང་བར་ is confirmed by the Sanskrit रक्षणं and supported by all commentaries <span class=""text-quotation-style"">KP, GDR, KS, TS</span>. The variant བསྲུང་ in N,Q appears to be a scribal abbreviation of the same term.</i>བ་སྟེ་ལེའུ་ལྔ་པའོ།།།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,2b4c4631-702d-40d2-b8d2-f97f5dcce4b4,5001b5d6-0365-41b4-b328-6a9726b6ad9f,source
0fed957b-d988-4640-bf5d-c9d50285fb3a,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"ཞེ་སྡང་ལྟ་བུའི་སྡིག་པ་མེད།།<br>བཟོད་པ་ལྟ་བུའི་དཀའ་ཐུབ་མེད།།<br>དེ་བས་བཟོད་ལ་ནན་ཏན་དུ།།<br>སྣ་ཚོགས་ཚུལ་དུ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ཚུལ་དུ་གྱིས་] C,N,Q གྱིས་ : D,H ཚུལ་དུ་ | The reading ཚུལ་དུ་ is supported by the Sanskrit विविधैर्नयैः and all commentaries. KP explicitly glosses སྣ་ཚོགས་པའི་ཚུལ་གྱིས་, GDR has སྒོ་དང་ཐབས་སྣ་ཚོགས་པའི་ཚུལ་གྱིས་, and KS has ཐབས་སྣ་ཚོགས་པའི་ཚུལ་གྱིས་. The variant གྱིས་ appears to be a scribal error.</i>བསྒོམ་པར་བྱ།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,3128571a-4899-4c05-bb93-429be087455a,52dd1def-1908-46c4-9f08-12d6711be1b1,source
25af5433-281e-42f7-8997-324f5bb06886,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"སད་པ་དེ་དག་གཉིས་ཀ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">གཉི་ག་] C གཉིས་ཀ་ | The reading གཉིས་ཀ་ is supported by Sanskrit द्वयोः and all commentaries <span class=""text-quotation-style"">KP, GDR, KS, TS use གཉིས་ཀ་</span>. The variant གཉི་ག་ appears to be a dialect form.</i>ལའང་།།<br>བདེ་བ་དེ་ནི་ཕྱིར་འོང་མེད།།<br>ཚེ་རིང་ཚེ་ཐུང་གཉིས་ཀ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">གཉི་ག་] C གཉིས་ཀ་ | As in note 1, གཉིས་ཀ་ is the standard form supported by commentaries and Sanskrit.</i>ཡང་།།<br>འཆི་བའི་དུས་སུ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">དུས་སུ་] C,N,Q དུས་ན་ | Both readings are grammatically correct. དུས་ན་ is supported by KP's commentary and matches Sanskrit काले. The majority of witnesses support དུས་ན་.</i>དེ་འདྲར་ཟད།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,ef2fba4b-0a21-4e62-960f-5b27ca12babf,3060cadd-9834-4a4f-9601-97a42bc7c459,source
3159709e-06cf-4e5b-8a2c-aa02181ede34,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"ཁྱོད་ཀྱི་འདོད་པས་སྡུག་བསྔལ་དེ<sup class=""footnote-marker"">*</sup><i class=""footnote"">དེ] F,G འདི། The reading དེ is supported by the Sanskrit तद् and all commentaries <span class=""text-quotation-style"">KP, GDR, KS, TS</span> which consistently use དེ when referring to the suffering inflicted on enemies.</i>།།<br>གྲུབ་ནའང་ཁྱོད་དགར་ཅི་ཞིག་ཡོད།།<br>གལ་ཏེ་འཚེངས་པར་འགྱུར་ཞེ་ན།།<br>དེ་ལས་ཕུང་བའང་གཞན་ཅི་ཡོད།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,b9921e47-ce7d-4b4e-a31b-9bbb9690b52a,9d5c4a74-8b22-4db2-a5ae-b98696df8139,source
280a2a5d-0e31-4c26-a7d3-ff7c9d8d449f,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,བསྟོད་སོགས་བདག་ནི་གཡེང་བར་བྱེད།།<br>དེས་ནི་སྐྱོ་བའང་འཇིག་པར་བྱེད།།<br>ཡོན་ཏན་ལྡན་ལ་ཕྲག་དོག་དང་།།<br>ཕུན་སུམ་ཚོགས་པའང་འཇིག་པར་བྱེད།།,59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,db0f3e3a-93d2-4b65-8671-79fe4a1a634e,6bb70f91-1f8b-486f-a000-e8ad59dcc778,source
fd216276-8161-4cae-91b5-be1b01f911ac,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"འཇིག་རྟེན་ན་ནི་སློང་བ་མོད།།<br>གནོད་པ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">གནོད་པ་] C གནོད་པར་. The reading without the -r suffix is preferred as it better matches the Sanskrit accusative त्वपकारिणः and is supported by all other witnesses.</i>བྱེད་པ་དཀོན་པ་སྟེ།།<br>འདི་ལྟར་ཕར་གནོད་མ་བྱས་ན<sup class=""footnote-marker"">*</sup><i class=""footnote"">མ་བྱས་ན་] N,Q མ་བྱས་ནས་. The reading བྱས་ན་is preferred as it forms a proper conditional clause matching the Sanskrit construction यतो मे and is supported by KP's commentary which reads མ་བྱས་པར་... ན་.</i>།།<br>འགའ་ཡང་གནོད་པ་མི་བྱེད་དོ།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,a7515c66-a059-47f2-bc3d-a767e7a246c8,88664832-730a-42af-84ef-aaeb8ff08fc9,source
ba617b0f-4988-4457-9a16-20462a18e845,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"གཞན་ཡང་གཡོ་མེད་གཉེན་གྱུར་ཅིང་།།<br>ཕན་པ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ཕན་པ་] C,N,Q ཕན་པའི་ ། Sanskrit अप्रमेय° and all commentaries support ཕན་པ་. KP: ཕན་པ་དང་བདེ་བ་དཔག་ཏུ་མེད་པ།</i>དཔག་མེད་མཛད་རྣམས་ལ།།<br>སེམས་ཅན་མགུ་བྱ་མ་གཏོགས་པར<sup class=""footnote-marker"">*</sup><i class=""footnote"">པར] D པ། Sanskrit उत्सृज्य supports པར as ablative.</i>།།<br>གཞན་གང་ཞིག་གིས་ལན་ལོན་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ལོན་] D ལོ་། Sanskrit निष्कृतिः and commentaries support ལོན་. KP: དྲིན་ལན་ལོན་པར་འགྱུར།</i>འགྱུར།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,87c5fce5-3309-433a-8375-a8672ca9470d,d6bdabe9-65f7-4026-aa09-f0af85617271,source
18adc7ae-9e1b-4860-bed4-df8684c5cb6c,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"འགྲོ་བ་འདི་ཀུན་ཐུགས་རྗེའི་བདག་ཅན་དེས།།<br>བདག་ཏུ་མཛད་པ་འདི་ལ་ཐེ་ཚོམ་མེད།།<br>སེམས་ཅན་ངོ་བོར་མཐོང་བ་འདི་དག་ཉིད།།<br>མགོན་དེའི་<sup class=""footnote-marker"">*</sup><i class=""footnote"">མགོན་དེ] N,Q མགོན་དེའི། Sanskrit आत्मीकृतं supports reading དེ as in other witnesses. The commentaries <span class=""text-quotation-style"">KP, GDR, KS, TS</span> consistently use དེ་ཡི or དེ་དག, suggesting དེ as the original reading.</i>བདག་ཉིད་ཅི་ཕྱིར་གུས་མི་བྱེད།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,786fb71c-fbb3-4b6a-9a3f-f86e03291ee9,f4e6ee14-00d0-4d4b-9033-fb08719ee450,source
fd6879a0-5dd4-4dc4-9382-9c61313db21f,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"བརྩོན་མེད་འབྲས་བུ་འདོད་པ་དང་།།<br>བཟེ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">བཟེ་] N,Q གཟེ་ | བཟེ་ chosen based on Skt. सुकुमार and all commentaries <span class=""text-quotation-style"">KP,GDR,KS,TS</span> reading བཟེ་རེ་ཅན་, explaining it as བཟོད་སྲན་ཆུང་བ་ <span class=""text-quotation-style"">'intolerant/delicate'</span></i>རེ་ཅན་ལ་གནོད་མང་ཞིང་།།<br>འཆི་བས་བཟུང་བཞིན་<sup class=""footnote-marker"">*</sup><i class=""footnote"">བཟུང་བཞིན་] N,Q བཟུང་ཞིང་ | བཟུང་བཞིན་ supported by Skt. मृत्युग्रस्त <span class=""text-quotation-style"">'seized by death'</span> and commentaries, esp. KP: འཆི་བདག་གཤིན་རྗེས་ངེས་པར་བཟུང་བཞིན་དུ</i>ལྷ་འདྲ་བ།།<br>ཀྱི་ཧུད་སྡུག་བསྔལ་དག་གིས་བཅོམ།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,99da61dd-0cb3-49e0-9943-16769ecf083a,0d544344-4150-4ea9-88d4-76edff49d38e,source
4c147975-9891-40fa-a82b-1d37cd26b50b,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"མི་ཡི་གྲུ་ལ་བརྟེན་ནས་སུ།།<br>སྡུག་བསྔལ་ཆུ་བོ་ཆེ་ལས་སྒྲོལ<sup class=""footnote-marker"">*</sup><i class=""footnote"">སྒྲོལ་] N,Q གྲོལ། The reading སྒྲོལ་ is confirmed by the Sanskrit तर <span class=""text-quotation-style"">causative of √तॄ</span> and supported by all commentaries. KP and GDR explicitly use སྒྲོལ་. The variant གྲོལ་ appears to be a scribal error.</i>།།<br>གྲུ་འདི་ཕྱིས་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ཕྱིས་] F,G ཕྱི། The reading ཕྱིས་ is supported by the Sanskrit पुनः <span class=""text-quotation-style"">'again', 'later'</span> and the commentaries. GDR explicitly uses ཕྱིས་ནས་, while KS glosses it as ཡང་དང་ཡང་ <span class=""text-quotation-style"">'again and again'</span>, confirming the temporal meaning. The variant ཕྱི་ appears to be an orthographic simplification.</i>ནས་རྙེད་དཀའ་བས།།<br>རྨོངས་པ་དུས་སུ་གཉིད་མ་ལོག།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,2cec796b-71c6-4d6a-97d0-ce5eb599c1d7,5b473215-8852-4543-a97e-467f340b5041,source
b314b6f6-e7b4-4af5-a7a4-cc5ade83a0c2,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"ཞུམ་བཅས་རྩོལ་བ་དོར་བ་ལ།།<br>ཕོངས་ལས་ཐར་བ་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ཐར་བ་] «C» ཐར་པ། The reading བ is preferred as it matches the Sanskrit आपदः and is supported by KP's gloss ཐར་པ་ཡོད་དམ་ཅི།</i>ཡོད་དམ་ཅི།།<br>ང་རྒྱལ་རྩོལ་བ་བསྐྱེད་པས་ནི<sup class=""footnote-marker"">*</sup><i class=""footnote"">བསྐྱེད་པས་ནི་] «C» བྱས་ན། The reading བསྐྱེད་པས་ནི་ better corresponds to Sanskrit चेष्टमानस्तु and is supported by KP's བསྐྱེད་དེ་ and GDR's བསྐྱེད་པས་ནི།</i>།།<br>ཆེན་པོ་ཡིས་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ཡིས་] «F,G» ཡིསཾ། The reading ཡིས་ corresponds to Sanskrit महताम् and is supported by all commentaries.</i>ཀྱང་ཐུབ་པར་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ཐུབ་པར་] «N,Q» ཐུབ་པ། The reading པར་ is preferred as it provides the proper grammatical connection and is supported by KP's ཐུབ་པར་དཀའ།</i>དཀའ།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,34e8235a-d752-4827-83da-ecdfae2dd615,f684075b-d019-4c06-a1bf-222e1dcdad25,source
1cc836c1-8305-4d91-8ebd-aa153b8382c1,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,སྤུ་གྲིའི་སོར་ཆགས་སྦྲང་རྩི་ལྟའི།།<br>འདོད་པ་རྣམས་ཀྱིས་མི་ངོམས་ན།།<br>རྣམ་སྨིན་བདེ་ལ་ཞི་བ་ཡི།།<br>བསོད་ནམས་ཀྱིས་ལྟ་ཅི་སྟེ་ངོམས།།,59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,b6c9e668-a477-4520-8bd4-dd921c84c868,cc3afdcb-aa1e-47ae-9ec8-b9772f89e20a,source
7611b95c-6000-4ccc-9cf2-f6ffba706391,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"དེ་ལྟས་ལས་ཚར་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ཚར་] D ཆོར་ || The reading ཚར་ is supported by all commentaries <span class=""text-quotation-style"">KP, GDR, KS, TS</span> and matches the Sanskrit कर्मावसाने <span class=""text-quotation-style"">'completion of action'</span>. KP explicitly glosses ཚར་ as མཐར་ཕྱིན་ <span class=""text-quotation-style"">'complete'</span>.</i>ཕྱིན་བྱའི་ཕྱིར།།<br>ཉི་མ་ཕྱེད་དུས་གདུངས་པ་ཡི།།<br>གླང་ཆེན་མཚོ་ཕྲད་མཚོར་<sup class=""footnote-marker"">*</sup><i class=""footnote"">མཚོ་ཕྲད་མཚོར་] N མཚོ་ཕྲད་འཚོར་ || The reading མཚོར་ is supported by the Sanskrit सरस् <span class=""text-quotation-style"">'lake'</span> and all commentaries. KP specifically mentions བསིལ་བས་གང་བའི་མཚོ་ <span class=""text-quotation-style"">'cool lake'</span>.</i>འཇུག་ལྟར།།<br>ལས་དེ་ལ་ཡང་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ཡང་] N,Q ནི་ || The reading ཡང་ better corresponds to the Sanskrit api and is supported by most commentaries.</i>འཇུག་པར་བྱ<sup class=""footnote-marker"">*</sup><i class=""footnote"">བྱ། །] N,Q བྱེད། ། || The reading བྱ་ better matches the optative sense in Sanskrit निमज्जेत् and is supported by all commentaries which use བྱ་དགོས་ <span class=""text-quotation-style"">KP</span> or བྱའོ་ <span class=""text-quotation-style"">GDR, KS, TS</span>.</i>།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,cb387849-4470-41c2-ab32-f18306d69319,bfcadd8d-5ab1-4587-8d2b-7588f2f6d045,source
34821d15-a02f-4d76-a3f8-7013bb74bd1d,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"གཡུལ་དུ་རལ་གྲི་ལྷུང་གྱུར་ན།།<br>འཇིགས་པས་མྱུར་དུ་ལེན་<sup class=""footnote-marker"">*</sup><i class=""footnote"">ལེན་] N ལོན། The reading ལེན་ is confirmed by the Sanskrit गृह्णीयात् <span class=""text-quotation-style"">""takes up""</span> and supported by all commentaries. KP: ལེན་པ་, GDR: ལེན་པ་, KS: ལེན་པ་, TS: ལེན་པ་. The variant ལོན་ in N appears to be a scribal error.</i>པ་ལྟར།།<br>དེ་བཞིན་དྲན་པའི་མཚོན་ཤོར་ན།།<br>དམྱལ་བའི་འཇིགས་དྲན་མྱུར་དུ་བླང་།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,3b68acf0-79c6-4d7d-8f72-df679440297b,bb0421f1-cacd-4f28-8d0a-25c2524daa7a,source
59450757-309f-4ee3-8a35-7d8a25ef7dbb,032b9a5f-0712-40d8-b7ec-73c8c94f1c15,"ཇི་ལྟར་རླུང་ནི་འགྲོ་བ་དང་།།<br>འོང་བས་ཤིང་བལ་དབང་བསྒྱུར་བ<sup class=""footnote-marker"">*</sup><i class=""footnote"">དབང་བསྒྱུར་བ་] «C» སྒྱུར་པ། Sanskrit तूलकं वायोर्... वशम् supports བསྒྱུར་བ, as does KP's commentary དབང་བསྒྱུར་བ།</i>།།<br>དེ་བཞིན་སྤྲོ་བས་དབང་བསྒྱུར་<sup class=""footnote-marker"">*</sup><i class=""footnote"">དབང་བསྒྱུར་] «N,Q» སྒྱུར། The longer form དབང་བསྒྱུར་ is supported by GDR's commentary དབང་སྒྱུར་བར་བྱ་སྟེ and KP's དབང་བ་མྱུར་བར་བྱ་དགོས།</i>ཏེ།།<br>དེ་ལྟར་<sup class=""footnote-marker"">*</sup><i class=""footnote"">དེ་ལྟར་] «C,N,Q» ལྟ། The full form དེ་ལྟར་ is supported by Sanskrit एवं and KP's དེ་ལྟར།</i>ན་ནི་འགྲུབ་པར་འགྱུར།།",59769286-2787-4181-953d-9149cdeef959,ee88cb8b-42b2-45af-a6a4-753c0e9d779c,e1db95c1-bd49-4f78-bd33-8ceae6968423,3ab2d7c9-0906-4f6a-9356-907e9426fc7b,source
